file,cortar_extremidades,pre_processamento,contaminacao,best_n_components,rmse_cal,rmsecv,rmse_test,RPD,RER,r2_cal,r2_cv,r2_test,start_index,end_index
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.06,9,16.27,18.08,18.86,1.81,5.3,0.76,0.7,0.72,0,120
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.19,10,6.95,8.08,11.37,2.93,8.8,0.95,0.93,0.89,30,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.07,9,8.77,10.54,9.07,3.69,11.02,0.93,0.9,0.93,50,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.08,8,10.32,12.27,9.59,3.51,10.43,0.91,0.86,0.92,30,140
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.03,8,8.01,8.39,9.11,3.72,10.97,0.94,0.93,0.94,30,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.1,8,13.24,14.22,12.81,2.62,7.81,0.84,0.81,0.86,0,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.1,4,29.7,30.56,33.68,0.99,2.97,0.18,0.13,0.05,70,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.08,9,9.0,10.08,6.72,5.06,14.87,0.93,0.91,0.96,50,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.17,8,7.46,7.93,8.34,3.99,11.99,0.95,0.94,0.94,90,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.03,8,8.01,8.39,9.11,3.72,10.97,0.94,0.93,0.94,30,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.08,9,8.94,9.61,8.6,3.95,11.63,0.93,0.92,0.93,90,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.03,10,9.37,10.55,11.02,3.08,9.08,0.92,0.89,0.91,30,140
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.08,5,10.62,11.42,11.82,2.84,8.46,0.9,0.87,0.88,0,140
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.19,9,5.99,7.86,11.41,2.81,8.76,0.96,0.93,0.88,60,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.01,10,8.72,9.78,10.08,3.37,9.92,0.93,0.91,0.92,30,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.1,8,13.24,14.22,12.81,2.62,7.81,0.84,0.81,0.86,0,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.11,7,13.59,14.43,14.81,2.31,6.75,0.84,0.81,0.82,70,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.09,6,12.77,13.24,14.28,2.38,7.0,0.86,0.84,0.83,40,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.19,8,13.53,14.58,13.56,2.45,7.37,0.83,0.8,0.84,40,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.08,8,16.57,17.74,18.8,1.81,5.32,0.76,0.72,0.7,0,130
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.17,9,7.04,7.51,10.06,3.32,9.94,0.96,0.95,0.91,50,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.08,9,8.37,9.24,8.21,4.14,12.18,0.94,0.92,0.94,90,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.03,10,8.36,8.78,9.5,3.57,10.53,0.94,0.92,0.93,90,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.03,10,9.37,10.55,11.02,3.08,9.08,0.92,0.89,0.91,30,140
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.08,5,10.62,11.42,11.82,2.84,8.46,0.9,0.87,0.88,0,140
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.19,9,5.99,7.86,11.41,2.81,8.76,0.96,0.93,0.88,60,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.1,8,13.24,14.22,12.81,2.62,7.81,0.84,0.81,0.86,0,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.19,8,13.53,14.58,13.56,2.45,7.37,0.83,0.8,0.84,40,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.11,9,13.43,14.95,13.05,2.55,7.66,0.84,0.79,0.85,40,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.09,10,11.22,12.71,14.83,2.29,6.74,0.89,0.85,0.81,70,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.01,8,13.11,13.91,14.19,2.39,7.05,0.85,0.82,0.83,0,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.08,9,8.37,9.24,8.21,4.14,12.18,0.94,0.92,0.94,90,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.03,10,8.36,8.78,9.5,3.57,10.53,0.94,0.92,0.93,90,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.03,8,8.01,8.39,9.11,3.72,10.97,0.94,0.93,0.94,30,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.08,5,10.62,11.42,11.82,2.84,8.46,0.9,0.87,0.88,0,140
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.19,9,5.99,7.86,11.41,2.81,8.76,0.96,0.93,0.88,60,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.1,7,12.81,13.33,14.22,2.39,7.03,0.85,0.84,0.84,0,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.11,9,12.31,13.83,16.65,2.02,6.01,0.86,0.83,0.76,40,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.1,9,8.66,9.49,7.79,4.37,12.84,0.93,0.92,0.95,70,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.06,10,8.2,8.97,11.09,3.07,9.02,0.94,0.92,0.9,30,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.1,9,8.66,9.49,7.79,4.37,12.84,0.93,0.92,0.95,70,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.05,8,9.3,9.68,9.89,3.44,10.11,0.92,0.91,0.92,0,150
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.07,8,14.17,15.93,15.06,2.24,6.64,0.82,0.77,0.81,60,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.03,10,8.36,8.78,9.5,3.57,10.53,0.94,0.92,0.93,90,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.06,10,8.2,8.97,11.09,3.07,9.02,0.94,0.92,0.9,30,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.19,5,6.19,6.78,10.83,2.99,9.24,0.96,0.95,0.89,0,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.17,5,8.09,8.07,6.82,4.65,14.67,0.93,0.92,0.95,60,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.08,6,8.33,9.0,7.1,4.75,14.09,0.94,0.92,0.96,80,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.1,7,13.71,14.34,15.26,2.21,6.55,0.83,0.81,0.8,50,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.18,5,6.72,7.37,10.01,3.25,9.99,0.96,0.94,0.91,0,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.1,9,8.61,9.18,8.07,4.22,12.4,0.94,0.92,0.94,80,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.08,5,7.95,8.05,7.5,4.48,13.33,0.94,0.93,0.95,70,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.17,5,8.09,8.07,6.82,4.65,14.67,0.93,0.92,0.95,60,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.03,10,8.36,8.78,9.5,3.57,10.53,0.94,0.92,0.93,90,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.05,7,8.52,10.04,9.43,3.6,10.6,0.93,0.91,0.93,0,150
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.18,9,7.14,7.34,7.59,4.4,13.17,0.95,0.94,0.95,0,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.06,10,7.07,7.56,10.17,3.35,9.83,0.96,0.94,0.92,30,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.11,6,6.75,7.41,9.37,3.56,10.67,0.96,0.94,0.92,70,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.11,8,8.67,9.16,9.05,3.7,11.05,0.93,0.92,0.93,40,150
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.17,5,8.09,8.07,6.82,4.65,14.67,0.93,0.92,0.95,60,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.18,9,7.47,8.14,8.26,4.02,12.1,0.95,0.93,0.94,80,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.05,5,8.42,8.83,8.51,3.96,11.75,0.93,0.93,0.94,90,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.03,9,8.86,9.49,10.01,3.39,9.99,0.93,0.91,0.92,0,150
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.11,6,8.89,8.88,6.06,5.41,16.49,0.92,0.91,0.97,30,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.15,9,7.87,8.36,9.77,3.44,10.23,0.94,0.93,0.92,0,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.17,6,7.74,8.08,8.87,3.58,11.27,0.94,0.92,0.92,30,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.05,10,8.66,9.39,9.48,3.57,10.55,0.93,0.92,0.93,80,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.18,5,8.57,9.32,6.18,5.34,16.17,0.93,0.9,0.97,90,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.03,9,8.86,9.49,10.01,3.39,9.99,0.93,0.91,0.92,0,150
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.15,9,7.87,8.36,9.77,3.44,10.23,0.94,0.93,0.92,0,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.01,1,33.23,33.56,35.14,0.96,2.85,0.01,-0.02,-0.02,80,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.12,9,6.26,6.79,9.0,3.69,11.11,0.96,0.95,0.93,70,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.02,9,9.0,9.25,8.99,3.77,11.13,0.93,0.92,0.93,80,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.18,10,8.52,9.42,8.31,4.0,12.03,0.93,0.91,0.94,30,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.14,7,15.11,16.21,16.48,2.07,6.07,0.8,0.76,0.78,80,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.16,7,13.33,14.13,15.15,2.19,6.6,0.84,0.8,0.79,50,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.12,7,7.08,7.36,9.1,3.61,10.99,0.95,0.94,0.92,80,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.05,10,7.56,8.32,8.92,3.81,11.21,0.95,0.93,0.94,70,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.19,10,5.23,5.52,11.41,2.91,8.76,0.97,0.97,0.89,70,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.11,7,14.01,14.72,16.09,2.13,6.22,0.83,0.81,0.79,30,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.15,9,7.87,8.36,9.77,3.44,10.23,0.94,0.93,0.92,0,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.03,9,8.86,9.49,10.01,3.39,9.99,0.93,0.91,0.92,0,150
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.15,8,13.21,13.96,15.26,2.2,6.55,0.84,0.82,0.8,40,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.04,10,8.81,9.7,9.94,3.41,10.06,0.93,0.91,0.92,50,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.06,4,31.35,32.66,36.71,0.92,2.72,0.09,-0.01,-0.1,80,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.04,10,8.81,9.7,9.94,3.41,10.06,0.93,0.91,0.92,50,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.19,10,5.23,5.52,11.41,2.91,8.76,0.97,0.97,0.89,70,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.15,7,13.5,14.26,14.86,2.24,6.73,0.83,0.81,0.81,50,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.11,7,14.01,14.72,16.09,2.13,6.22,0.83,0.81,0.79,30,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.07,10,7.94,8.58,9.17,3.7,10.9,0.94,0.93,0.93,20,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.12,7,8.4,9.26,11.04,2.99,9.06,0.94,0.92,0.89,50,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.02,8,7.5,7.73,8.49,3.98,11.78,0.95,0.94,0.94,10,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.13,9,8.3,9.21,8.87,3.8,11.27,0.94,0.92,0.93,80,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.07,10,7.94,8.58,9.17,3.7,10.9,0.94,0.93,0.93,20,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.04,10,8.81,9.7,9.94,3.41,10.06,0.93,0.91,0.92,50,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.06,9,6.77,7.25,10.58,3.21,9.46,0.96,0.95,0.91,110,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.15,7,13.5,14.26,14.86,2.24,6.73,0.83,0.81,0.81,50,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.11,7,14.01,14.72,16.09,2.13,6.22,0.83,0.81,0.79,30,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.13,7,7.69,9.42,10.74,3.08,9.32,0.95,0.91,0.9,40,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.17,10,7.0,7.36,9.37,3.54,10.68,0.96,0.94,0.92,10,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.14,5,7.19,7.82,9.42,3.43,10.62,0.95,0.94,0.92,30,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.07,10,8.43,9.48,9.56,3.56,10.46,0.94,0.92,0.92,80,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.17,10,7.49,8.5,9.55,3.48,10.47,0.95,0.93,0.92,10,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.08,8,8.51,9.35,8.33,4.08,12.01,0.94,0.92,0.94,40,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.06,9,6.77,7.25,10.58,3.21,9.46,0.96,0.95,0.91,110,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.01,10,7.99,8.71,8.71,3.9,11.47,0.94,0.93,0.94,10,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.11,7,14.01,14.72,16.09,2.13,6.22,0.83,0.81,0.79,30,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.04,9,8.38,8.99,9.62,3.52,10.39,0.93,0.92,0.93,40,150
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.15,8,8.56,9.4,10.96,3.08,9.12,0.93,0.92,0.9,90,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.14,10,8.66,9.72,10.23,3.29,9.78,0.93,0.91,0.91,90,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.01,8,13.77,14.81,14.6,2.33,6.85,0.83,0.8,0.83,20,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.17,9,7.99,8.71,8.02,4.15,12.47,0.94,0.93,0.94,110,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.03,9,8.63,9.24,8.87,3.83,11.28,0.93,0.92,0.94,30,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.07,9,6.7,7.48,8.4,4.0,11.91,0.96,0.95,0.94,40,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.17,10,7.49,8.5,9.55,3.48,10.47,0.95,0.93,0.92,10,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.06,9,6.77,7.25,10.58,3.21,9.46,0.96,0.95,0.91,110,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.02,8,8.64,8.99,8.71,3.9,11.49,0.93,0.92,0.94,0,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.15,8,8.56,9.4,10.96,3.08,9.12,0.93,0.92,0.9,90,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.11,7,14.01,14.72,16.09,2.13,6.22,0.83,0.81,0.79,30,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.03,9,9.26,9.83,10.09,3.36,9.91,0.92,0.91,0.92,40,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.03,7,7.45,7.63,7.71,4.4,12.98,0.95,0.94,0.95,110,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.17,10,7.5,8.49,10.43,3.19,9.59,0.95,0.93,0.9,30,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.07,9,6.7,7.48,8.4,4.0,11.91,0.96,0.95,0.94,40,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.02,8,8.64,8.99,8.71,3.9,11.49,0.93,0.92,0.94,0,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.14,10,7.16,7.67,10.35,3.25,9.67,0.95,0.94,0.91,0,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.03,9,9.26,9.83,10.09,3.36,9.91,0.92,0.91,0.92,40,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.15,9,7.64,8.04,9.64,3.47,10.37,0.95,0.94,0.92,110,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.06,10,8.24,8.84,11.38,2.99,8.79,0.94,0.92,0.9,90,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.11,7,14.01,14.72,16.09,2.13,6.22,0.83,0.81,0.79,30,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.18,7,7.77,7.89,7.68,4.14,13.02,0.94,0.93,0.95,20,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.13,5,6.52,7.31,12.14,2.71,8.24,0.96,0.94,0.87,100,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.15,6,25.55,27.4,31.01,1.09,3.22,0.41,0.3,0.23,110,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.19,4,27.86,28.64,38.28,0.91,2.61,0.34,0.3,-0.13,20,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.18,7,7.26,7.49,9.1,3.49,10.98,0.95,0.94,0.92,110,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.03,7,7.46,7.69,7.75,4.37,12.9,0.95,0.94,0.95,20,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.07,9,6.7,7.48,8.4,4.0,11.91,0.96,0.95,0.94,40,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.16,8,8.46,9.19,8.34,4.0,11.99,0.93,0.92,0.94,110,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.15,9,7.38,7.37,9.7,3.46,10.31,0.95,0.94,0.92,40,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.17,10,7.57,8.73,9.3,3.59,10.75,0.95,0.93,0.92,0,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.14,10,7.03,7.51,9.68,3.5,10.33,0.96,0.94,0.92,30,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.06,7,9.25,10.49,9.5,3.56,10.52,0.92,0.89,0.92,90,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.13,9,8.17,9.36,7.88,4.3,12.7,0.94,0.92,0.95,100,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.11,7,14.01,14.72,16.09,2.13,6.22,0.83,0.81,0.79,30,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.15,6,25.55,27.4,31.01,1.09,3.22,0.41,0.3,0.23,110,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.09,10,8.04,8.64,9.88,3.4,10.12,0.94,0.93,0.92,40,150
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.15,10,12.22,14.13,14.07,2.38,7.11,0.86,0.81,0.84,0,120
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.19,2,30.59,30.9,32.94,1.02,3.04,0.12,0.1,0.12,20,140
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.03,7,8.01,8.49,6.98,4.86,14.33,0.94,0.93,0.96,20,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.13,9,7.19,8.0,9.08,3.71,11.01,0.95,0.94,0.93,100,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.07,9,6.7,7.48,8.4,4.0,11.91,0.96,0.95,0.94,40,230
